intervalstarttime_gmt,intervalendtime_gmt,opr_dt,opr_hr,node,lmp_type,mw,hour_ext,hour
2021-03-09T05:00:00Z,2021-03-09T06:00:00Z,2021-03-08,22,IRONMTN_2_N001,LMP,43.18811,05:00:00,6
2021-03-08T08:00:00Z,2021-03-08T09:00:00Z,2021-03-08,1,IRONMTN_2_N001,LMP,29.05714,08:00:00,9
2021-03-09T01:00:00Z,2021-03-09T02:00:00Z,2021-03-08,18,IRONMTN_2_N001,LMP,48.35342,01:00:00,2
2021-03-08T15:00:00Z,2021-03-08T16:00:00Z,2021-03-08,8,IRONMTN_2_N001,LMP,10.60438,15:00:00,16
2021-03-08T12:00:00Z,2021-03-08T13:00:00Z,2021-03-08,5,IRONMTN_2_N001,LMP,30.72039,12:00:00,13
2021-03-08T22:00:00Z,2021-03-08T23:00:00Z,2021-03-08,15,IRONMTN_2_N001,LMP,-15.40777,22:00:00,23
2021-03-08T20:00:00Z,2021-03-08T21:00:00Z,2021-03-08,13,IRONMTN_2_N001,LMP,-18.73052,20:00:00,21
2021-03-09T04:00:00Z,2021-03-09T05:00:00Z,2021-03-08,21,IRONMTN_2_N001,LMP,48.14597,04:00:00,5
2021-03-09T18:00:00Z,2021-03-09T19:00:00Z,2021-03-09,11,IRONMTN_2_N001,LMP,-8.79113,18:00:00,19
2021-03-09T15:00:00Z,2021-03-09T16:00:00Z,2021-03-09,8,IRONMTN_2_N001,LMP,11.77848,15:00:00,16
2021-03-10T07:00:00Z,2021-03-10T08:00:00Z,2021-03-09,24,IRONMTN_2_N001,LMP,33.32943,07:00:00,8
2021-03-10T00:00:00Z,2021-03-10T01:00:00Z,2021-03-09,17,IRONMTN_2_N001,LMP,15.71348,00:00:00,1
2021-03-10T01:00:00Z,2021-03-10T02:00:00Z,2021-03-09,18,IRONMTN_2_N001,LMP,43.72442,01:00:00,2
2021-03-09T17:00:00Z,2021-03-09T18:00:00Z,2021-03-09,10,IRONMTN_2_N001,LMP,-5.74164,17:00:00,18
2021-03-09T10:00:00Z,2021-03-09T11:00:00Z,2021-03-09,3,IRONMTN_2_N001,LMP,25.95669,10:00:00,11
2021-03-09T16:00:00Z,2021-03-09T17:00:00Z,2021-03-09,9,IRONMTN_2_N001,LMP,6.49898,16:00:00,17
